C1,Q1,C2,near_policy,t_ch,slope,life,w_t0.5
5.55,64.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,9.405382194956063,1.4667813428081865e-05,13635.297515926635,-0.13400030917297356
5.55,64.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.27989199887763,1.613243689005955e-05,12397.383071322321,-0.1482622805276905
5.8,44.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.950792455984985,1.2705131764765424e-05,15741.670665285905,0.09108056665635238
5.8,44.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.539363884556412,1.3529587717809805e-05,14782.416446934894,0.03208693853954525
5.8,44.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,10.179363884556413,1.4407543912417656e-05,13881.616548648717,-0.019050908030971727
5.8,44.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,9.861716825732884,1.534247206328369e-05,13035.708924549594,-0.0636795666036122
5.8,44.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.579363884556413,1.633806917012135e-05,12241.348590061974,-0.10284332157867318
5.8,49.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.610890978152472,1.1721202478295567e-05,17063.0957335943,0.03722122654753218
5.8,49.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,10.256605263866756,1.2583019208656865e-05,15894.436516667163,-0.013111686717334153
5.8,49.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,9.946605263866758,1.3508202140404553e-05,14805.819303057177,-0.05662669414067317
5.8,49.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,9.673075852102052,1.4501410356307286e-05,13791.761979414052,-0.09447822676626921
5.8,49.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.42993859720009,1.556764550428312e-05,12847.157904833719,-0.12755993686345599
5.8,54.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,10.27098950031996,1.0813472074190563e-05,18495.4470338308,-0.01640372191772394
5.8,54.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,9.973846643177103,1.1702675329641068e-05,17090.109258472796,-0.058106601638568955
5.8,54.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,9.713846643177103,1.2664998710068866e-05,15791.553128307623,-0.0940297958518066
5.8,54.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,9.48443487847122,1.3706454960753516e-05,14591.66506384558,-0.12513506156643228
5.8,54.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.28051330984377,1.4833551261383679e-05,13482.947978928138,-0.15216480099273488
5.8,59.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,9.931088022487447,9.976039447814612e-06,20048.03620176269,-0.06981243083786551
5.8,59.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,9.691088022487447,1.0883922816931612e-05,18375.72751700052,-0.1029120583797119
5.8,59.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,9.481088022487446,1.187442937696831e-05,16842.914606736456,-0.13127099239877552
5.8,59.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,9.295793904840387,1.2955078366529568e-05,15437.961418798921,-0.15565784575389296
5.8,59.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,9.131088022487447,1.4134073323005652e-05,14150.202523321099,-0.17666318360602493
5.8,64.0,3.5,5_3C_54PER_4C_NEWSTRUCTURE,9.591186544654935,9.20346049645695e-06,21730.956532816526,-0.12302164655014189
5.8,64.0,3.75,5_3C_54PER_4C_NEWSTRUCTURE,9.408329401797793,1.0122452563037844e-05,19758.057521583298,-0.1475413119749005
5.8,64.0,4.0,5_3C_54PER_4C_NEWSTRUCTURE,9.248329401797793,1.1133208637163915e-05,17964.273060721895,-0.16836039015905202
5.8,64.0,4.25,5_3C_54PER_4C_NEWSTRUCTURE,9.107152931209558,1.224489161956842e-05,16333.341789680058,-0.18605392787304909
5.8,64.0,4.5,5_3C_54PER_4C_NEWSTRUCTURE,8.981662735131126,1.3467579353041939e-05,14850.478676023227,-0.20106010585233874
5.1,9.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.676707178476168,5.047049731863983e-05,3962.7111010482504,0.3158102785901217
5.1,9.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,11.079566724313006,5.079159587888334e-05,3937.6593024742942,0.227494835468983
5.1,9.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.547332841254534,5.1114737301608444e-05,3912.765878456477,0.14889254136738872
5.1,9.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,10.069968430676319,5.143993458371874e-05,3888.0298277693,0.07850237465563809
5.1,9.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.639404452507732,5.176720080480582e-05,3863.4501555168686,0.015117639764036128
5.1,14.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.533235155520645,4.621951513219891e-05,4327.176506026773,0.2812776067076894
5.1,14.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.97814684601686,4.689072652833484e-05,4265.235683203698,0.20032808333816604
5.1,14.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.483394222328704,4.7571685424785535e-05,4204.181504483697,0.12843182679940207
5.1,14.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,10.039647023763038,4.8262533377196644e-05,4144.001278111463,0.06419391947893839
5.1,14.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.639404452507732,4.896341399691993e-05,4084.682494006262,0.006493048724014072
5.1,19.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.389763132565122,4.232658072633264e-05,4725.163161492372,0.24784630803650087
5.1,19.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.876726967720714,4.3289449687663895e-05,4620.063351301821,0.17408289302834046
5.1,19.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.419455603402874,4.42742225358859e-05,4517.301231837388,0.10872655646805064
5.1,19.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,10.009325616849758,4.5281397552987054e-05,4416.824806830785,0.050489186615575096
5.1,19.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.639404452507732,4.631148435615645e-05,4318.583236544714,-0.0016644219346567818
5.1,24.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.246291109609597,3.876153678502513e-05,5159.754142598047,0.21542361713634095
5.1,24.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.775307089424569,3.9964756210983324e-05,5004.409358689769,0.14868848723472067
5.1,24.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.355516984477042,4.1205325471521854e-05,4853.741542175794,0.08972436625562968
5.1,24.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.979004209936477,4.2484403964597025e-05,4707.60988353899,0.037350884649408486
5.1,24.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.639404452507732,4.380318707771147e-05,4565.877812616213,-0.009380072130507427
5.1,29.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.102819086654073,3.549676605467295e-05,5634.316086483916,0.18392458192836142
5.1,29.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.673887211128422,3.689540408868897e-05,5420.729354779287,0.12407952445374068
5.1,29.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.29157836555121,3.8349151040153436e-05,5215.239309746134,0.07137652169794392
5.1,29.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.948682803023196,3.986017830202776e-05,5017.539020637689,0.02474402562349897
5.1,29.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.639404452507732,4.143074282415933e-05,4827.3331918966915,-0.016677831501722196
5.35,9.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.627229443456926,3.792857021793306e-05,5273.069848159943,0.2698312101018451
5.35,9.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,11.030088989293764,3.816987573176993e-05,5239.734114028934,0.18127031950547068
5.35,9.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.497855106235292,3.841271645641684e-05,5206.609124530947,0.10242101636624026
5.35,9.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,10.020490695657077,3.865710215904492e-05,5173.693547362923,0.03178226911963156
5.35,9.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.58992671748849,3.8903042668964794e-05,5140.9860586444975,-0.03185262780208031
5.35,14.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.45626978993516,3.506753535978534e-05,5703.280768039248,0.2354632748537264
5.35,14.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.901181480431376,3.5576794907415044e-05,5621.641874162062,0.15401557934871346
5.35,14.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.406428856743219,3.609345004997861e-05,5541.1715899438805,0.08161391609370726
5.35,14.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.962681658177553,3.6617608188161554e-05,5461.853187468969,0.01686326241385145
5.35,14.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.562439086922247,3.714937828234872e-05,5383.670178271292,-0.04135780093175417
5.35,19.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.28531013641339,3.2422314607271e-05,6168.591059046357,0.20175919478764914
5.35,19.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.772273971568982,3.315987572971803e-05,6031.38569125454,0.12730272139037646
5.35,19.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.315002607251142,3.391421530909937e-05,5897.232124558073,0.0612375603573498
5.35,19.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.904872620698026,3.468571503122839e-05,5766.062479033088,0.00227524129273933
5.35,19.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.534951456356,3.5474765264723355e-05,5637.810384580135,-0.05061980802370374
5.35,24.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.114350482891622,2.9976628631231348e-05,6671.864353405929,0.16866889385788744
5.35,24.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.643366462706592,3.090715060960054e-05,6470.994448057432,0.10109493271685238
5.35,24.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.223576357759065,3.1866557462345656e-05,6276.172135516212,0.04126594184957095
5.35,24.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.8470635832185,3.2855745821665884e-05,6087.215340828304,-0.011999256574470242
5.35,24.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.507463825789756,3.387564015264204e-05,5903.947470772786,-0.059649610473005155
5.35,29.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,10.94339082936985,2.771542608784753e-05,7216.197916859544,0.13614607336417012
5.35,29.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.5144589538442,2.880746497938251e-05,6942.644906212328,0.0753579013097664
5.35,29.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.132150108266988,2.9942532216822942e-05,6679.461795406596,0.021674623520761646
5.35,29.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.789254545738974,3.1122323196336336e-05,6426.255480296009,-0.0259767722307006
5.35,29.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.479976195223509,3.234860011582497e-05,6182.647758601455,-0.06845767555893315
5.6,9.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.582169363350118,2.8503314118234016e-05,7016.727920493178,0.23409984660744237
5.6,9.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.985028909186955,2.8684655171161554e-05,6972.3689828794695,0.14535450227484786
5.6,9.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.452795026128484,2.886714993475367e-05,6928.2904773088285,0.06631957188551768
5.6,9.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.97543061555027,2.9050805749037964e-05,6884.490630922453,-0.004505983591088489
5.6,9.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.54486663738168,2.923563000073971e-05,6840.967682069436,-0.0683288772362124
5.6,14.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.386176331991233,2.6606337878977447e-05,7517.0059445883635,0.198953629428619
5.6,14.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.83108802248745,2.699272179370986e-05,7409.4047102210425,0.11712796221778937
5.6,14.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.336335398799292,2.7384716872603296e-05,7303.343720164132,0.04434283825701407
5.6,14.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.892588200233627,2.77824046023918e-05,7198.800926784498,-0.02079684484119793
5.6,14.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.49234562897832,2.8185867653179927e-05,7095.754598047154,-0.0794125871879882
5.6,19.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.190183300632349,2.4835610778237792e-05,8052.952745388087,0.1641957610307375
5.6,19.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.67714713578794,2.54005852775645e-05,7873.834315804267,0.08920840238954947
5.6,19.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.2198757714701,2.5978412135858316e-05,7698.69994186202,0.022600279235273208
5.6,19.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.809745784916984,2.656938372583911e-05,7527.461007892973,-0.036917353559546125
5.6,19.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.439824620574958,2.717379907128648e-05,7360.030869269671,-0.09038034919653398
5.6,24.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,10.994190269273464,2.318273057847169e-05,8627.111432064312,0.12980039570312235
5.6,24.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.523206249088433,2.390235921274061e-05,8367.374877932323,0.061577715893174303
5.6,24.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.103416144140908,2.4644326258332857e-05,8115.45821555479,0.0010798691031674093
5.6,24.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.726903369600343,2.5409325134877233e-05,7871.126011350727,-0.05287494758962999
5.6,24.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.387303612171598,2.6198070786844867e-05,7634.1499199409855,-0.10123632659901981
5.6,29.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,10.798197237914577,2.1639854234828775e-05,9242.206432153562,0.09574340784030544
5.6,29.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.369265362388926,2.249250439278333e-05,8891.85110325774,0.034218863847452964
5.6,29.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,9.986956516811714,2.3378750539138294e-05,8554.77711117113,-0.020229800292150373
5.6,29.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.644060954283699,2.4299916417783407e-05,8230.480984438038,-0.06867674002769891
5.6,29.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.334782603768236,2.5257377930558212e-05,7918.478337295079,-0.1119845332398707
5.85,9.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.540960572141326,2.142023574984616e-05,9336.965397378337,0.20614910655851587
5.85,9.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.943820117978165,2.1556513520519403e-05,9277.93818836345,0.11726514527427923
5.85,9.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.411586234919692,2.169365830456246e-05,9219.284142496952,0.0380907160378239
5.85,9.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.934221824341478,2.1831675618004682e-05,9161.000900684834,-0.0328752257921011
5.85,9.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.50365784617289,2.1970571011969023e-05,9103.08611874698,-0.0968393989431438
5.85,14.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.32207376788867,2.0186682869709515e-05,9907.521770211373,0.16961981887531244
5.85,14.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.766985458384886,2.047983894357953e-05,9765.701798289796,0.0875073780771612
5.85,14.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.272232834696728,2.0777252303512878e-05,9625.911890485411,0.014431315931072133
5.85,14.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.828485636131063,2.107898477488612e-05,9488.122987701172,-0.05100353042978298
5.85,14.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.428243064875756,2.138509908091922e-05,9352.30644680292,-0.10991872247417869
5.85,19.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,11.103186963636011,1.9024168082984315e-05,10512.943279705616,0.13330904798597246
5.85,19.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.590150798791603,1.945694060199997e-05,10279.108318778653,0.05791502931925858
5.85,19.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,10.132879434473763,1.989955807467661e-05,10050.474450209631,-0.009109004792456016
5.85,19.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.722749447920647,2.0352244459579798e-05,9826.9259882961,-0.0690520099220497
5.85,19.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.35282828357862,2.0815228810011048e-05,9608.349820483854,-0.12295005450390263
5.85,24.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,10.884300159383354,1.7928600433541515e-05,11155.360438834496,0.09720420990105884
5.85,24.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.413316139198324,1.8485132555617067e-05,10819.5058595469,0.028479836911812887
5.85,24.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,9.993526034250799,1.9058940315244478e-05,10493.762858369837,-0.03253527640749991
5.85,24.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.617013259710234,1.9650559975544927e-05,10177.827005891919,-0.0870234164010339
5.85,24.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.277413502281487,2.0260544446095296e-05,9871.403038161934,-0.1359346739101797
5.85,29.0,4.1,5_6C_19PER_4_6C_NEWSTRUCTURE,10.665413355130694,1.6896124556063196e-05,11837.03395038182,0.06129344532046875
5.85,29.0,4.35,5_6C_19PER_4_6C_NEWSTRUCTURE,10.236481479605043,1.756186301784822e-05,11388.313403694065,-0.0008060485706873444
5.85,29.0,4.6,5_6C_19PER_4_6C_NEWSTRUCTURE,9.854172634027831,1.8253832802563537e-05,10956.603041302775,-0.05585231669472086
5.85,29.0,4.85,5_6C_19PER_4_6C_NEWSTRUCTURE,9.511277071499817,1.8973067472699736e-05,10541.258037888661,-0.10492040711359088
5.85,29.0,5.1,5_6C_19PER_4_6C_NEWSTRUCTURE,9.201998720984353,1.9720641315015342e-05,10141.658012293929,-0.1488738254913291
5.1,26.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.812779065510828,3.5933637780513165e-05,5565.815552035762,0.29144389202762844
5.1,26.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,11.286463276037145,3.716894954078444e-05,5380.835414262801,0.21653253920948726
5.1,26.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.821346996967376,3.8446728338609446e-05,5202.003099940069,0.15090428631517022
5.1,26.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,10.407342396916265,3.9768434088267647e-05,5029.114285870344,0.09305497535386174
5.1,26.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,10.036463276037145,4.1135576892369e-05,4861.971439547302,0.041794904541920086
5.1,31.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.611540675417949,3.258968961211098e-05,6136.9102430995845,0.251062265030343
5.1,31.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,11.13395782941405,3.3983384397202765e-05,5885.2290184629865,0.18392618375284775
5.1,31.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.711907872480372,3.5436680399032374e-05,5643.869508879313,0.12527845715961394
5.1,31.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,10.336237031693251,3.695212645761465e-05,5412.408409822012,0.0737579665509945
5.1,31.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.999698570154791,3.853238041385022e-05,5190.43977693398,0.028289128324070878
5.1,36.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.41030228532507,2.9556925894925877e-05,6766.60356056631,0.2116378572560786
5.1,36.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.981452382790955,3.1070838141950645e-05,6436.903925355259,0.15215964830371392
5.1,36.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.602468747993367,3.266229330733695e-05,6123.268752689632,0.10037753277620605
5.1,36.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,10.26513166647024,3.4335263156423365e-05,5824.915309046771,0.05507445866482369
5.1,36.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.962933864272436,3.609392288924258e-05,5541.098999233689,0.01529009751990569
5.1,41.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.209063895232191,2.6806388117102124e-05,7460.908165856281,0.1730815908472816
5.1,41.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.828946936167863,2.8407911688829774e-05,7040.292232344614,0.12116095608104069
5.1,41.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.493029623506365,3.0105116847334228e-05,6643.388930002103,0.07614475936013526
5.1,41.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,10.194026301247227,3.190372000304475e-05,6268.861436249845,0.036961004993140714
5.1,41.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.926169158390085,3.380977908819545e-05,5915.448293178267,0.002765743589827563
5.1,46.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.007825505139312,2.4311812616753772e-05,8226.453664840106,0.1353126774421756
5.1,46.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.67644148954477,2.5973211370528207e-05,7700.241496780792,0.09086429907442757
5.1,46.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.383590499019359,2.7748145295972332e-05,7207.688941611178,0.052527826441057385
5.1,46.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,10.122920936024215,2.964437305739026e-05,6746.642933308403,0.01937723562772747
5.1,46.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.889404452507733,3.167018352369971e-05,6315.088128565288,-0.009313972601637265
5.35,26.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.669843386566352,2.7896092502612963e-05,7169.462890950282,0.24534377016510966
5.35,26.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,11.143527597092671,2.8855092850548265e-05,6931.185459560907,0.16958246936790486
5.35,26.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.678411318022903,2.984706131641103e-05,6700.827189644715,0.10307504933389866
5.35,26.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,10.26440671797179,3.087313126454457e-05,6478.124887503222,0.04431634758803812
5.35,26.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.89352759709267,3.193447502162377e-05,6262.824106692662,-0.007884376669299822
5.35,31.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.441117365907228,2.5543087081991963e-05,7829.907143095529,0.20389952138803386
5.35,31.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.96353451990333,2.663543462150601e-05,7508.794312615264,0.13583648063315065
5.35,31.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.541484562969652,2.777449629323329e-05,7200.850661285478,0.07622215323409047
5.35,31.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,10.16581372218253,2.896226982232034e-05,6905.536107044555,0.023693725233798663
5.35,31.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.82927526064407,3.020083836642788e-05,6622.33271717138,-0.02282615472556239
5.35,36.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.212391345248104,2.3388555139652946e-05,8551.19090537235,0.16306578713997227
5.35,36.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.78354144271399,2.4586522079517013e-05,8134.538075501929,0.10261571432919613
5.35,36.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.404557807916403,2.5845849149600296e-05,7738.1864624514765,0.049811955862634295
5.35,36.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,10.067220726393273,2.7169679229272094e-05,7361.14689880195,0.0034349100360914937
5.35,36.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.765022924195472,2.85613161768746e-05,7002.478413860183,-0.03747843189151663
5.35,41.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,10.98366532458898,2.141575565101698e-05,9338.918656858252,0.12279107117656778
5.35,41.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.603548365524652,2.2695220729700284e-05,8812.428060603455,0.06987976808074453
5.35,41.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.267631052863154,2.4051126299872495e-05,8315.61888230824,0.023813716441050552
5.35,41.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,9.968627730604016,2.5488039230013586e-05,7846.817803249803,-0.01648261548353005
5.35,41.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.700770587746874,2.7010799232057452e-05,7404.4458396711325,-0.05185692439092375
5.35,46.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,10.754939303929856,1.9609359678935237e-05,10199.211156029944,0.08302822090632699
5.35,46.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.423555288335315,2.094940643918572e-05,9546.809862159216,0.037591347437509234
5.35,46.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.130704297809904,2.2381028108003336e-05,8936.139976897713,-0.00180117118484374
5.35,46.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,9.87003473481476,2.39104826490112e-05,8364.53211488271,-0.03607997510680648
5.35,46.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.636518251298277,2.554445567691445e-05,7829.487640276791,-0.06597649525607863
5.6,26.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.539669821813348,2.1656365037896456e-05,9235.160178082526,0.20668241882763447
5.6,26.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,11.013354032339667,2.2400858611840954e-05,8928.22920163789,0.13026128426711295
5.6,26.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.548237753269898,2.317094607842047e-05,8631.499090417534,0.06307134697716305
5.6,26.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,10.134233153218785,2.396750729390666e-05,8344.630818193042,0.0036066646789902276
5.6,26.0,4.8,5_6C_36PER_4_3C_NEWSTRUCTURE,9.763354032339665,2.4791452361906658e-05,8067.296626288434,-0.04932431003854204
5.6,31.0,3.8,5_6C_36PER_4_3C_NEWSTRUCTURE,11.285910423317109,2.002011389012303e-05,9989.953158991293,0.16369916735426454
5.6,31.0,4.05,5_6C_36PER_4_3C_NEWSTRUCTURE,10.808327577313209,2.0876272038841298e-05,9580.254541035416,0.09490959600230567
5.6,31.0,4.3,5_6C_36PER_4_3C_NEWSTRUCTURE,10.386277620379532,2.17690437043277e-05,9187.358099714775,0.03453766799855723
5.6,31.0,4.55,5_6C_36PER_4_3C_NEWSTRUCTURE,10.010606779592411,2.2699994659929373e-05,8810.574759871872,-0.01878075931977386
